gender_code,attendance_percentage,assignment_completion,current_cgpa,previous_cgpa,average_internal_marks,average_total_marks,subjects_enrolled,subjects_evaluated,subjects_passed,subjects_credited,age_at_enrollment,debtor,tuition_fees_up_to_date,scholarship_holder,educational_special_needs,international,course_code,daytime_attendance,displaced,unemployment_rate,inflation_rate,gdp,next_sem_cgpa_target
0.0,100.0,1.0,6.17,6.17,61.67,61.67,6,7,6,0,18.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,1.0,13.9,-0.3,0.79,6.0
0.0,93.57,1.0,7.18,7.18,71.85,71.85,7,8,6,0,20.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,12.4,0.5,1.79,7.32
0.0,82.0,1.0,6.0,6.0,60.0,60.0,5,13,3,0,19.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,9.4,-0.8,-3.12,5.88
0.0,77.5,1.0,6.0,6.0,60.0,60.0,6,12,3,0,18.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,1.0,7.6,2.6,0.32,5.33
0.0,85.0,1.0,6.0,6.0,60.0,60.0,6,11,4,0,19.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,0.0,10.8,1.4,1.74,5.5
0.0,92.5,1.0,6.3,6.3,63.0,63.0,6,10,5,0,19.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,1.0,10.8,1.4,1.74,5.6
0.0,100.0,1.0,6.08,6.08,60.83,60.83,6,6,6,0,18.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,10.8,1.4,1.74,6.17
0.0,93.57,1.0,6.75,6.75,67.5,67.5,7,8,6,0,20.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,1.0,11.1,0.6,2.02,7.0
0.0,100.0,1.0,6.88,6.88,68.82,68.82,8,8,8,0,18.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,9.4,-0.8,-3.12,6.88
0.0,93.57,1.0,6.2,6.2,62.0,62.0,7,11,6,0,19.0,0.0,1.0,1.0,0.0,0.0,13.0,1.0,1.0,11.1,0.6,2.02,6.4
0.0,91.0,1.0,5.33,5.33,53.33,53.33,5,16,4,0,18.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,13.9,-0.3,0.79,6.0
0.0,93.57,1.0,7.17,7.17,71.67,71.67,7,7,6,0,18.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,7.6,2.6,0.32,7.17
0.0,85.0,1.0,6.25,6.25,62.5,62.5,6,12,4,0,21.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,11.1,0.6,2.02,6.33
0.0,62.5,1.0,5.0,5.0,50.0,50.0,6,14,1,0,19.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,7.6,2.6,0.32,0.0
0.0,100.0,1.0,7.35,7.35,73.48,73.48,7,8,7,0,21.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,12.4,0.5,1.79,7.31
0.0,85.0,1.0,5.75,5.75,57.5,57.5,6,14,4,0,18.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,11.1,0.6,2.02,6.88
0.0,100.0,1.0,6.43,6.43,64.28,64.28,7,9,7,0,18.0,0.0,1.0,1.0,0.0,0.0,13.0,1.0,0.0,12.7,3.7,-1.7,6.96
0.0,100.0,1.0,6.85,6.85,68.5,68.5,7,7,7,0,18.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,11.1,0.6,2.02,7.0
0.0,55.0,1.0,0.0,0.0,0.0,0.0,5,9,0,0,23.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,10.8,1.4,1.74,6.0
0.0,77.5,1.0,5.6,5.6,56.0,56.0,6,13,3,0,20.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,16.2,0.3,-0.92,6.0
0.0,100.0,1.0,6.64,6.64,66.43,66.43,7,7,7,0,18.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,16.2,0.3,-0.92,6.67
0.0,92.5,1.0,6.5,6.5,65.0,65.0,6,9,5,0,19.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,1.0,7.6,2.6,0.32,5.2
0.0,93.57,1.0,6.3,6.3,63.0,63.0,7,8,6,0,27.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,12.4,0.5,1.79,5.84
0.0,100.0,1.0,6.4,6.4,64.0,64.0,5,5,5,0,19.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,1.0,11.1,0.6,2.02,6.0
0.0,92.5,1.0,5.75,5.75,57.5,57.5,6,14,5,0,21.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,15.5,2.8,-4.06,5.5
0.0,94.38,1.0,5.7,5.7,57.0,57.0,8,8,7,0,19.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,10.8,1.4,1.74,5.7
0.0,100.0,1.0,6.17,6.17,61.67,61.67,6,6,6,3,21.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,13.9,-0.3,0.79,5.67
0.0,92.5,1.0,6.4,6.4,64.0,64.0,6,7,5,0,18.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,10.8,1.4,1.74,6.1
0.0,100.0,1.0,6.0,6.0,60.0,60.0,5,8,5,0,20.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,12.7,3.7,-1.7,7.5
0.0,92.5,1.0,6.5,6.5,65.0,65.0,6,8,5,0,18.0,0.0,1.0,1.0,0.0,0.0,16.0,1.0,1.0,9.4,-0.8,-3.12,6.75
0.0,100.0,1.0,5.92,5.92,59.17,59.17,6,6,6,0,18.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,12.7,3.7,-1.7,5.5
0.0,100.0,1.0,7.0,7.0,70.0,70.0,6,8,6,0,18.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,8.9,1.4,3.51,6.67
0.0,100.0,1.0,6.17,6.17,61.67,61.67,6,6,6,0,18.0,0.0,1.0,1.0,0.0,0.0,15.0,1.0,1.0,16.2,0.3,-0.92,6.75
0.0,87.14,1.0,6.52,6.52,65.2,65.2,7,10,5,0,19.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,12.4,0.5,1.79,6.25
0.0,100.0,1.0,6.58,6.58,65.83,65.83,11,18,11,7,23.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,8.9,1.4,3.51,6.67
0.0,100.0,1.0,6.25,6.25,62.5,62.5,6,7,6,1,24.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,8.9,1.4,3.51,6.42
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,19.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,10.8,1.4,1.74,0.0
0.0,94.38,1.0,7.83,7.83,78.29,78.29,8,8,7,0,18.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,12.7,3.7,-1.7,7.83
0.0,100.0,1.0,6.08,6.08,60.83,60.83,6,6,6,0,19.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,12.7,3.7,-1.7,5.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,19.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,1.0,10.8,1.4,1.74,0.0
0.0,92.5,1.0,5.3,5.3,53.0,53.0,6,11,5,0,20.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,11.1,0.6,2.02,5.58
0.0,100.0,1.0,6.71,6.71,67.14,67.14,6,10,6,0,20.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,13.9,-0.3,0.79,6.33
0.0,85.0,1.0,5.88,5.88,58.75,58.75,6,8,4,0,26.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,7.6,2.6,0.32,0.0
1.0,55.0,1.0,0.0,0.0,0.0,0.0,5,10,0,0,36.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,15.5,2.8,-4.06,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,10.8,1.4,1.74,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,27.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,15.5,2.8,-4.06,0.0
1.0,64.0,1.0,6.5,6.5,65.0,65.0,5,9,1,0,18.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,8.9,1.4,3.51,0.0
1.0,94.38,1.0,6.67,6.67,66.66,66.66,8,8,7,0,18.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,10.8,1.4,1.74,6.67
1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,28.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,12.4,0.5,1.79,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,21.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,12.4,0.5,1.79,0.0
1.0,93.57,1.0,6.85,6.85,68.5,68.5,7,7,6,0,19.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,7.6,2.6,0.32,6.85
1.0,55.0,1.0,0.0,0.0,0.0,0.0,5,5,0,0,26.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,9.4,-0.8,-3.12,0.0
1.0,100.0,1.0,6.73,6.73,67.27,67.27,9,12,9,4,20.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,11.1,0.6,2.02,6.94
1.0,94.38,1.0,6.1,6.1,61.0,61.0,8,8,7,0,19.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,12.7,3.7,-1.7,6.1
1.0,82.0,1.0,5.0,5.0,50.0,50.0,5,8,3,0,21.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,12.7,3.7,-1.7,5.5
1.0,92.5,1.0,6.5,6.5,65.0,65.0,6,7,5,0,23.0,0.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,8.9,1.4,3.51,6.43
1.0,100.0,1.0,6.0,6.0,60.0,60.0,6,11,6,0,29.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,11.1,0.6,2.02,7.0
1.0,94.38,1.0,7.51,7.51,75.14,75.14,8,8,7,0,20.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,12.7,3.7,-1.7,7.51
1.0,100.0,1.0,6.0,6.0,60.0,60.0,6,8,6,0,18.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,15.5,2.8,-4.06,5.86
1.0,92.5,1.0,6.0,6.0,60.0,60.0,6,8,5,0,19.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,9.4,-0.8,-3.12,6.2
1.0,74.29,1.0,6.83,6.83,68.33,68.33,7,7,3,3,23.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,10.8,1.4,1.74,5.67
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,21.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,13.9,-0.3,0.79,0.0
1.0,100.0,1.0,6.0,6.0,60.0,60.0,5,6,5,0,18.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,15.5,2.8,-4.06,6.25
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,10.8,1.4,1.74,0.0
1.0,62.5,1.0,7.0,7.0,70.0,70.0,6,6,1,0,21.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,9.4,-0.8,-3.12,0.0
1.0,55.0,1.0,0.0,0.0,0.0,0.0,6,6,0,0,22.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,11.1,0.6,2.02,0.0
1.0,100.0,1.0,6.19,6.19,61.88,61.88,7,8,7,0,21.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,1.0,8.9,1.4,3.51,6.29
1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,32.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,16.2,0.3,-0.92,0.0
1.0,100.0,1.0,5.71,5.71,57.11,57.11,18,21,18,14,27.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,15.5,2.8,-4.06,5.54
1.0,93.57,1.0,6.68,6.68,66.75,66.75,7,7,6,0,18.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,7.6,2.6,0.32,6.68
1.0,100.0,1.0,7.5,7.5,75.0,75.0,6,6,6,0,24.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,15.5,2.8,-4.06,8.0
1.0,73.0,1.0,5.25,5.25,52.5,52.5,5,9,2,0,22.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,12.7,3.7,-1.7,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,22.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,10.8,1.4,1.74,0.0
1.0,100.0,1.0,6.62,6.62,66.25,66.25,5,8,5,0,19.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,13.9,-0.3,0.79,5.92
1.0,55.0,1.0,0.0,0.0,0.0,0.0,5,10,0,0,19.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,7.6,2.6,0.32,0.0
1.0,91.0,1.0,5.75,5.75,57.5,57.5,5,7,4,0,21.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,10.8,1.4,1.74,5.3
0.0,100.0,1.0,6.94,6.94,69.41,69.41,8,8,8,0,18.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,9.4,-0.8,-3.12,6.94
0.0,100.0,1.0,5.67,5.67,56.67,56.67,6,8,6,0,18.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,9.4,-0.8,-3.12,6.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,16.2,0.3,-0.92,0.0
0.0,100.0,1.0,6.43,6.43,64.29,64.29,6,7,6,0,19.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,13.9,-0.3,0.79,6.83
0.0,92.5,1.0,5.8,5.8,58.0,58.0,6,6,5,0,19.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,8.9,1.4,3.51,6.25
0.0,92.5,1.0,5.7,5.7,57.0,57.0,6,9,5,0,18.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,12.4,0.5,1.79,5.67
0.0,100.0,1.0,6.67,6.67,66.67,66.67,6,11,6,0,20.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,16.2,0.3,-0.92,6.5
0.0,100.0,1.0,6.79,6.79,67.86,67.86,7,7,7,2,22.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,12.4,0.5,1.79,6.89
0.0,93.57,1.0,5.92,5.92,59.17,59.17,7,13,6,0,31.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,12.4,0.5,1.79,6.11
0.0,100.0,1.0,7.21,7.21,72.14,72.14,7,7,7,0,19.0,0.0,1.0,1.0,0.0,0.0,16.0,1.0,0.0,16.2,0.3,-0.92,7.07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,12.4,0.5,1.79,0.0
0.0,100.0,1.0,6.14,6.14,61.43,61.43,6,8,6,0,18.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,8.9,1.4,3.51,6.2
0.0,100.0,1.0,7.2,7.2,72.0,72.0,5,7,5,0,21.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,7.6,2.6,0.32,6.9
0.0,100.0,1.0,6.58,6.58,65.75,65.75,7,8,7,0,18.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,13.9,-0.3,0.79,7.53
1.0,55.0,1.0,0.0,0.0,0.0,0.0,5,6,0,0,25.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,15.5,2.8,-4.06,0.0
1.0,55.0,1.0,0.0,0.0,0.0,0.0,5,5,0,0,21.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,11.1,0.6,2.02,0.0
0.0,94.38,1.0,6.17,6.17,61.71,61.71,8,8,7,0,19.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,10.8,1.4,1.74,6.17
0.0,92.5,1.0,6.1,6.1,61.0,61.0,6,6,5,0,19.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,10.8,1.4,1.74,5.4
0.0,85.0,1.0,5.25,5.25,52.5,52.5,6,10,4,0,22.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,7.6,2.6,0.32,5.5
1.0,100.0,1.0,5.3,5.3,53.0,53.0,5,5,5,0,19.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,12.4,0.5,1.79,5.8
0.0,55.0,1.0,0.0,0.0,0.0,0.0,6,6,0,0,58.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,11.1,0.6,2.02,0.0
0.0,85.0,1.0,5.62,5.62,56.25,56.25,6,8,4,0,19.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,10.8,1.4,1.74,6.0
1.0,85.0,1.0,5.25,5.25,52.5,52.5,9,11,6,3,23.0,0.0,1.0,0.0,0.0,1.0,14.0,1.0,1.0,9.4,-0.8,-3.12,5.85
0.0,85.0,1.0,5.5,5.5,55.0,55.0,6,11,4,0,19.0,0.0,1.0,1.0,0.0,0.0,15.0,1.0,1.0,9.4,-0.8,-3.12,5.83
0.0,100.0,1.0,6.73,6.73,67.29,67.29,7,7,7,0,18.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,13.9,-0.3,0.79,7.26
0.0,100.0,1.0,6.3,6.3,63.0,63.0,5,6,5,0,20.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,7.6,2.6,0.32,6.17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,12.7,3.7,-1.7,0.0
0.0,100.0,1.0,6.83,6.83,68.33,68.33,6,6,6,0,18.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,8.9,1.4,3.51,6.8
0.0,100.0,1.0,5.8,5.8,58.0,58.0,5,5,5,0,18.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,11.1,0.6,2.02,5.9
0.0,100.0,1.0,6.29,6.29,62.86,62.86,6,9,6,0,24.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,11.1,0.6,2.02,6.42
0.0,92.5,1.0,5.9,5.9,59.0,59.0,6,7,5,0,18.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,1.0,10.8,1.4,1.74,5.7
0.0,100.0,1.0,5.8,5.8,58.0,58.0,5,5,5,0,19.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,9.4,-0.8,-3.12,6.33
0.0,100.0,1.0,5.67,5.67,56.67,56.67,6,8,6,0,19.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,8.9,1.4,3.51,5.92
0.0,100.0,1.0,5.33,5.33,53.33,53.33,6,6,6,0,18.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,7.6,2.6,0.32,5.75
0.0,91.0,1.0,6.75,6.75,67.5,67.5,5,10,4,0,18.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,12.7,3.7,-1.7,6.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,19.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,10.8,1.4,1.74,0.0
0.0,100.0,1.0,6.67,6.67,66.67,66.67,6,9,6,2,22.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,13.9,-0.3,0.79,5.75
0.0,92.5,1.0,6.7,6.7,67.0,67.0,6,9,5,0,19.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,10.8,1.4,1.74,6.75
0.0,77.5,1.0,5.1,5.1,51.0,51.0,6,8,3,0,21.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,12.7,3.7,-1.7,6.12
0.0,92.5,1.0,6.5,6.5,65.0,65.0,6,6,5,0,21.0,0.0,1.0,1.0,0.0,0.0,15.0,1.0,1.0,8.9,1.4,3.51,6.42
0.0,94.38,1.0,6.45,6.45,64.54,64.54,8,11,7,0,18.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,10.8,1.4,1.74,6.45
0.0,85.0,1.0,6.0,6.0,60.0,60.0,6,12,4,0,20.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,1.0,10.8,1.4,1.74,5.0
0.0,100.0,1.0,5.42,5.42,54.17,54.17,6,9,6,0,18.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,7.6,2.6,0.32,5.5
0.0,100.0,1.0,7.67,7.67,76.67,76.67,6,6,6,0,19.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,12.7,3.7,-1.7,7.92
0.0,93.57,1.0,6.41,6.41,64.08,64.08,7,9,6,0,18.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,11.1,0.6,2.02,6.44
1.0,93.57,1.0,6.5,6.5,65.0,65.0,7,7,6,6,26.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,11.1,0.6,2.02,7.0
0.0,70.0,1.0,6.75,6.75,67.5,67.5,6,11,2,0,19.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,8.9,1.4,3.51,5.5
0.0,100.0,1.0,6.25,6.25,62.5,62.5,6,7,6,0,35.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,15.5,2.8,-4.06,6.08
0.0,100.0,1.0,6.5,6.5,65.0,65.0,6,7,6,0,19.0,0.0,1.0,1.0,0.0,0.0,14.0,1.0,1.0,12.4,0.5,1.79,7.17
1.0,91.0,1.0,5.88,5.88,58.75,58.75,5,6,4,0,18.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,10.8,1.4,1.74,6.29
1.0,91.0,1.0,6.25,6.25,62.5,62.5,5,5,4,0,19.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,7.6,2.6,0.32,7.12
1.0,100.0,1.0,5.81,5.81,58.06,58.06,17,19,17,16,25.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,12.4,0.5,1.79,6.03
1.0,100.0,1.0,7.0,7.0,70.0,70.0,6,6,6,0,18.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,11.1,0.6,2.02,7.33
1.0,55.0,1.0,0.0,0.0,0.0,0.0,6,8,0,0,26.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,16.2,0.3,-0.92,0.0
1.0,100.0,1.0,6.9,6.9,69.0,69.0,5,5,5,0,34.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,9.4,-0.8,-3.12,6.92
1.0,55.0,1.0,0.0,0.0,0.0,0.0,5,6,0,0,18.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,12.7,3.7,-1.7,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,9.4,-0.8,-3.12,0.0
1.0,91.0,1.0,6.12,6.12,61.25,61.25,5,9,4,0,18.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,1.0,8.9,1.4,3.51,6.17
1.0,77.5,1.0,5.75,5.75,57.5,57.5,6,12,3,0,20.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,12.4,0.5,1.79,6.83
1.0,93.57,1.0,6.29,6.29,62.86,62.86,7,9,6,2,25.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,16.2,0.3,-0.92,6.28
1.0,100.0,1.0,6.0,6.0,60.0,60.0,6,9,6,0,18.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,11.1,0.6,2.02,6.08
1.0,96.25,1.0,6.0,6.0,60.0,60.0,12,17,11,8,19.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,15.5,2.8,-4.06,6.15
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,10.8,1.4,1.74,0.0
1.0,93.57,1.0,6.0,6.0,60.0,60.0,7,9,6,1,20.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,10.8,1.4,1.74,5.58
1.0,91.0,1.0,5.8,5.8,58.0,58.0,5,9,4,0,20.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,7.6,2.6,0.32,6.12
1.0,55.0,1.0,0.0,0.0,0.0,0.0,5,5,0,0,19.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,11.1,0.6,2.02,0.0
1.0,100.0,1.0,6.0,6.0,60.0,60.0,5,9,5,0,20.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,8.9,1.4,3.51,6.5
1.0,93.57,1.0,6.99,6.99,69.88,69.88,7,8,6,0,18.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,11.1,0.6,2.02,6.02
1.0,85.0,1.0,6.25,6.25,62.5,62.5,6,10,4,0,19.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,1.0,16.2,0.3,-0.92,5.0
1.0,55.0,1.0,0.0,0.0,0.0,0.0,5,5,0,0,20.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,9.4,-0.8,-3.12,0.0
1.0,85.0,1.0,5.25,5.25,52.5,52.5,6,15,4,0,24.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,15.5,2.8,-4.06,6.25
1.0,92.5,1.0,6.43,6.43,64.29,64.29,6,8,5,0,20.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,16.2,0.3,-0.92,6.15
1.0,82.0,1.0,5.83,5.83,58.33,58.33,5,7,3,0,19.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,1.0,9.4,-0.8,-3.12,6.0
1.0,73.0,1.0,6.5,6.5,65.0,65.0,5,7,2,0,23.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,8.9,1.4,3.51,5.0
1.0,100.0,1.0,5.92,5.92,59.17,59.17,6,8,6,0,20.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,7.6,2.6,0.32,5.2
1.0,100.0,1.0,6.23,6.23,62.27,62.27,11,11,11,9,21.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,9.4,-0.8,-3.12,6.38
1.0,82.0,1.0,5.5,5.5,55.0,55.0,5,6,3,0,20.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,10.8,1.4,1.74,0.0
1.0,91.0,1.0,6.6,6.6,66.0,66.0,5,10,4,0,21.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,7.6,2.6,0.32,7.12
1.0,100.0,1.0,7.75,7.75,77.5,77.5,6,6,6,0,18.0,0.0,1.0,1.0,0.0,0.0,15.0,1.0,0.0,11.1,0.6,2.02,7.08
1.0,100.0,1.0,6.17,6.17,61.67,61.67,6,8,6,0,18.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,11.1,0.6,2.02,6.83
