gender_code,attendance_percentage,assignment_completion,current_cgpa,previous_cgpa,average_internal_marks,average_total_marks,subjects_enrolled,subjects_evaluated,subjects_passed,subjects_credited,age_at_enrollment,debtor,tuition_fees_up_to_date,scholarship_holder,educational_special_needs,international,course_code,daytime_attendance,displaced,unemployment_rate,inflation_rate,gdp,dropout_target
0.0,100.0,1.0,7.01,6.96,70.05,70.05,15,15,15,8,20.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,11.1,0.6,2.02,0
0.0,97.0,1.0,6.65,6.88,66.46,66.46,15,20,14,0,19.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,15.5,2.8,-4.06,0
0.0,88.75,1.0,5.96,6.3,59.62,59.62,12,19,9,0,22.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,1.0,12.7,3.7,-1.7,0
0.0,100.0,1.0,7.01,6.93,70.06,70.06,12,13,12,0,23.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,10.8,1.4,1.74,0
1.0,94.38,1.0,6.92,6.92,69.21,69.21,16,16,14,0,34.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,12.7,3.7,-1.7,0
1.0,55.0,1.0,0.0,0.0,0.0,0.0,10,20,0,0,18.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,9.4,-0.8,-3.12,0
1.0,73.75,1.0,2.95,5.9,29.5,29.5,12,15,5,0,21.0,0.0,1.0,0.0,1.0,0.0,15.0,1.0,1.0,16.2,0.3,-0.92,1
1.0,100.0,1.0,6.62,6.33,66.25,66.25,12,12,12,0,22.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,10.8,1.4,1.74,1
1.0,55.0,1.0,0.0,0.0,0.0,0.0,12,12,0,0,28.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,11.1,0.6,2.02,1
1.0,55.0,1.0,0.0,0.0,0.0,0.0,10,12,0,0,23.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,7.6,2.6,0.32,1
1.0,77.5,1.0,5.19,5.38,51.88,51.88,12,24,6,0,20.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,7.6,2.6,0.32,1
1.0,91.0,1.0,6.46,6.3,64.62,64.62,10,16,8,0,18.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,13.9,-0.3,0.79,1
1.0,55.0,1.0,0.0,0.0,0.0,0.0,10,10,0,0,28.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,9.4,-0.8,-3.12,1
1.0,80.31,1.0,6.04,6.0,60.36,60.36,16,17,9,7,21.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,12.4,0.5,1.79,1
1.0,73.75,1.0,7.12,7.0,71.25,71.25,12,16,5,0,25.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,13.9,-0.3,0.79,1
1.0,100.0,1.0,6.88,7.0,68.75,68.75,12,17,12,3,19.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,12.4,0.5,1.79,1
1.0,100.0,1.0,7.43,7.34,74.35,74.35,15,16,15,0,18.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,12.4,0.5,1.79,0
1.0,20.62,0.375,0.0,0.0,0.0,0.0,8,3,0,0,29.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,10.8,1.4,1.74,1
1.0,55.0,1.0,0.0,0.0,0.0,0.0,10,13,0,0,29.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,12.4,0.5,1.79,1
1.0,96.25,1.0,6.66,6.93,66.64,66.64,12,14,11,0,20.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,16.2,0.3,-0.92,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,9.4,-0.8,-3.12,0
1.0,100.0,1.0,6.41,6.57,64.11,64.11,12,15,12,0,20.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,8.9,1.4,3.51,0
1.0,68.5,1.0,7.75,9.0,77.5,77.5,10,23,3,0,33.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,9.4,-0.8,-3.12,1
1.0,94.81,1.0,5.76,5.73,57.61,57.61,26,30,23,17,30.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,16.2,0.3,-0.92,0
1.0,88.0,1.0,5.7,5.6,56.96,56.96,15,25,11,0,21.0,0.0,1.0,1.0,0.0,0.0,13.0,1.0,0.0,16.2,0.3,-0.92,0
1.0,88.75,1.0,7.38,7.5,73.75,73.75,12,14,9,0,18.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,8.9,1.4,3.51,0
1.0,100.0,1.0,6.62,7.12,66.19,66.19,15,21,15,0,19.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,15.5,2.8,-4.06,0
1.0,88.75,1.0,5.62,5.75,56.25,56.25,12,15,9,0,21.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,15.5,2.8,-4.06,1
1.0,61.43,1.0,2.5,5.0,25.0,25.0,14,14,2,0,25.0,0.0,1.0,1.0,0.0,0.0,13.0,1.0,0.0,15.5,2.8,-4.06,1
1.0,91.0,1.0,5.98,6.17,59.83,59.83,10,12,8,0,19.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,9.4,-0.8,-3.12,0
1.0,88.75,1.0,6.09,6.1,60.86,60.86,16,18,12,7,23.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,16.2,0.3,-0.92,1
1.0,96.25,1.0,6.72,6.83,67.17,67.17,12,13,11,0,19.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,12.4,0.5,1.79,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,19.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,9.4,-0.8,-3.12,0
1.0,58.75,1.0,2.75,5.5,27.5,27.5,12,25,1,0,31.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,16.2,0.3,-0.92,1
1.0,80.31,1.0,6.11,6.5,61.07,61.07,16,22,9,4,32.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,16.2,0.3,-0.92,1
0.0,94.38,1.0,6.3,6.3,63.0,63.0,16,24,14,0,19.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,10.8,1.4,1.74,0
0.0,97.75,1.0,6.13,6.1,61.33,61.33,20,23,19,13,34.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,7.6,2.6,0.32,0
0.0,100.0,1.0,6.54,6.58,65.42,65.42,12,12,12,0,21.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,7.6,2.6,0.32,0
0.0,96.79,1.0,5.5,5.5,55.0,55.0,14,25,13,6,53.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,9.4,-0.8,-3.12,0
0.0,100.0,1.0,7.34,7.01,73.41,73.41,15,15,15,0,19.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,13.9,-0.3,0.79,0
0.0,85.0,1.0,6.06,6.5,60.62,60.62,12,22,8,0,20.0,0.0,1.0,1.0,0.0,0.0,15.0,1.0,0.0,10.8,1.4,1.74,0
0.0,100.0,1.0,7.17,7.0,71.67,71.67,12,12,12,0,18.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,10.8,1.4,1.74,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,16.2,0.3,-0.92,1
0.0,94.38,1.0,7.21,7.21,72.14,72.14,16,16,14,0,21.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,12.7,3.7,-1.7,0
0.0,55.0,1.0,0.0,0.0,0.0,0.0,10,19,0,0,26.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.4,-0.8,-3.12,1
0.0,100.0,1.0,6.07,5.92,60.74,60.74,31,72,31,20,26.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,15.5,2.8,-4.06,0
0.0,73.0,1.0,6.08,5.67,60.83,60.83,10,22,4,0,21.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,15.5,2.8,-4.06,1
0.0,100.0,1.0,6.38,6.25,63.75,63.75,12,18,12,0,18.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,7.6,2.6,0.32,0
0.0,98.12,1.0,6.47,6.67,64.7,64.7,24,24,23,9,21.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,15.5,2.8,-4.06,0
0.0,92.5,1.0,5.46,5.42,54.58,54.58,12,20,10,0,21.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,7.6,2.6,0.32,0
0.0,100.0,1.0,6.75,6.5,67.5,67.5,12,12,12,0,19.0,0.0,1.0,1.0,0.0,0.0,14.0,1.0,0.0,13.9,-0.3,0.79,0
0.0,73.0,1.0,6.0,5.0,60.0,60.0,10,18,4,0,19.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,10.8,1.4,1.74,1
0.0,96.25,1.0,5.66,5.71,56.57,56.57,12,19,11,0,19.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,10.8,1.4,1.74,0
0.0,100.0,1.0,6.44,6.44,64.44,64.44,16,16,16,0,27.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,9.4,-0.8,-3.12,0
0.0,93.57,1.0,6.48,6.48,64.75,64.75,14,14,12,0,18.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,7.6,2.6,0.32,0
0.0,59.5,1.0,2.5,5.0,25.0,25.0,10,17,1,0,20.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,12.7,3.7,-1.7,1
0.0,100.0,1.0,6.41,6.55,64.11,64.11,15,15,15,0,19.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,12.4,0.5,1.79,0
0.0,55.0,1.0,0.0,0.0,0.0,0.0,12,13,0,0,20.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,1.0,16.2,0.3,-0.92,1
0.0,96.25,1.0,5.68,5.86,56.79,56.79,12,23,11,0,19.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,12.7,3.7,-1.7,0
0.0,81.25,1.0,5.31,5.62,53.12,53.12,12,23,7,0,20.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,9.4,-0.8,-3.12,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,15.5,2.8,-4.06,1
0.0,100.0,1.0,6.62,6.58,66.25,66.25,12,12,12,0,18.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,7.6,2.6,0.32,0
0.0,95.5,1.0,6.54,6.38,65.38,65.38,10,12,9,0,20.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,10.8,1.4,1.74,0
0.0,86.5,1.0,5.4,5.3,54.0,54.0,10,15,7,0,38.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,12.7,3.7,-1.7,1
0.0,96.25,1.0,5.8,5.6,58.0,58.0,12,14,11,0,42.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,8.9,1.4,3.51,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0,32.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,13.9,-0.3,0.79,1
0.0,100.0,1.0,6.67,6.5,66.67,66.67,12,12,12,0,22.0,0.0,1.0,0.0,0.0,1.0,15.0,1.0,1.0,12.4,0.5,1.79,0
0.0,55.0,1.0,0.0,0.0,0.0,0.0,10,15,0,0,28.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,1.0,7.6,2.6,0.32,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,37.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,9.4,-0.8,-3.12,1
0.0,100.0,1.0,7.29,7.08,72.92,72.92,12,17,12,0,43.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,15.5,2.8,-4.06,0
0.0,96.25,1.0,6.29,6.42,62.92,62.92,12,16,11,0,41.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,13.9,-0.3,0.79,0
0.0,88.75,1.0,5.54,5.88,55.38,55.38,12,20,9,0,29.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,10.8,1.4,1.74,0
0.0,100.0,1.0,5.58,5.42,55.83,55.83,12,15,12,0,35.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,10.8,1.4,1.74,0
0.0,85.0,1.0,6.0,5.88,60.0,60.0,12,16,8,0,18.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,9.4,-0.8,-3.12,1
0.0,71.07,1.0,5.5,5.75,55.0,55.0,14,23,5,0,39.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,16.2,0.3,-0.92,1
0.0,77.5,1.0,5.33,5.0,53.33,53.33,10,21,5,0,37.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,12.7,3.7,-1.7,0
0.0,93.57,1.0,6.85,6.85,68.5,68.5,14,14,12,0,26.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,7.6,2.6,0.32,0
0.0,59.5,1.0,3.5,7.0,35.0,35.0,10,20,1,0,32.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,10.8,1.4,1.74,1
0.0,94.0,1.0,5.89,5.69,58.85,58.85,15,22,13,5,37.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,13.9,-0.3,0.79,0
0.0,55.0,1.0,0.0,0.0,0.0,0.0,12,23,0,0,28.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,8.9,1.4,3.51,0
0.0,45.83,0.8333,0.0,0.0,0.0,0.0,12,10,0,0,19.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,7.6,2.6,0.32,1
0.0,68.5,1.0,5.88,5.5,58.75,58.75,10,18,3,0,18.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,7.6,2.6,0.32,0
0.0,96.79,1.0,6.57,6.5,65.71,65.71,14,17,13,0,19.0,0.0,1.0,1.0,0.0,0.0,16.0,1.0,0.0,12.4,0.5,1.79,0
0.0,92.89,1.0,7.18,6.8,71.78,71.78,19,25,16,6,32.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,13.9,-0.3,0.79,0
0.0,77.5,1.0,5.62,5.5,56.25,56.25,10,17,5,0,31.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,7.6,2.6,0.32,1
0.0,94.38,1.0,5.85,5.85,58.53,58.53,16,22,14,0,34.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,10.8,1.4,1.74,0
0.0,100.0,1.0,6.9,6.62,68.96,68.96,23,26,23,10,20.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,8.9,1.4,3.51,0
0.0,61.43,1.0,5.19,5.38,51.88,51.88,14,25,2,0,28.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,13.9,-0.3,0.79,1
0.0,100.0,1.0,6.36,6.0,63.57,63.57,13,16,13,4,31.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,9.4,-0.8,-3.12,0
0.0,92.5,1.0,6.23,6.33,62.29,62.29,12,15,10,0,18.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,7.6,2.6,0.32,0
0.0,85.0,1.0,5.6,5.7,56.0,56.0,12,17,8,0,31.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.4,-0.8,-3.12,1
0.0,96.25,1.0,6.35,6.5,63.5,63.5,12,14,11,0,19.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,12.4,0.5,1.79,0
0.0,100.0,1.0,6.57,7.0,65.71,65.71,12,16,12,0,19.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0,16.2,0.3,-0.92,0
0.0,55.0,1.0,0.0,0.0,0.0,0.0,11,21,0,0,31.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,9.4,-0.8,-3.12,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,34.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,15.5,2.8,-4.06,1
0.0,100.0,1.0,7.84,7.64,78.4,78.4,15,15,15,0,18.0,0.0,1.0,1.0,0.0,0.0,13.0,1.0,1.0,12.4,0.5,1.79,0
0.0,100.0,1.0,6.46,6.58,64.58,64.58,12,12,12,0,18.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,11.1,0.6,2.02,0
1.0,100.0,1.0,6.61,6.8,66.08,66.08,10,18,10,0,19.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,16.2,0.3,-0.92,0
1.0,55.0,1.0,0.0,0.0,0.0,0.0,8,16,0,0,22.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,1.0,7.6,2.6,0.32,1
1.0,88.16,1.0,5.72,5.7,57.25,57.25,19,21,14,10,32.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,7.6,2.6,0.32,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,61.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,15.5,2.8,-4.06,1
1.0,100.0,1.0,5.65,5.5,56.5,56.5,10,12,10,0,30.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,1.0,7.6,2.6,0.32,0
1.0,55.0,1.0,0.0,0.0,0.0,0.0,10,20,0,0,45.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,12.4,0.5,1.79,1
1.0,100.0,1.0,6.56,6.79,65.6,65.6,12,13,12,0,20.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,12.4,0.5,1.79,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0,19.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,9.4,-0.8,-3.12,1
1.0,72.14,1.0,5.81,5.62,58.12,58.12,21,25,8,8,26.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,7.6,2.6,0.32,1
1.0,73.0,1.0,6.08,6.67,60.83,60.83,10,11,4,0,19.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,1.0,7.6,2.6,0.32,1
1.0,100.0,1.0,5.92,6.0,59.17,59.17,12,13,12,0,19.0,0.0,1.0,1.0,0.0,0.0,15.0,1.0,0.0,16.2,0.3,-0.92,0
1.0,96.25,1.0,6.38,6.25,63.75,63.75,12,13,11,0,19.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,12.4,0.5,1.79,0
1.0,100.0,1.0,6.47,6.6,64.67,64.67,10,12,10,0,19.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,16.2,0.3,-0.92,0
1.0,55.0,1.0,0.0,0.0,0.0,0.0,9,9,0,0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,7.6,2.6,0.32,1
1.0,77.5,1.0,5.79,5.83,57.92,57.92,10,15,5,0,28.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,7.6,2.6,0.32,1
1.0,100.0,1.0,6.78,6.73,67.77,67.77,29,30,29,20,24.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,9.4,-0.8,-3.12,0
1.0,91.0,1.0,6.72,6.83,67.17,67.17,10,12,8,0,18.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,7.6,2.6,0.32,0
1.0,73.0,1.0,6.04,5.83,60.42,60.42,10,18,4,0,18.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,7.6,2.6,0.32,0
1.0,96.25,1.0,5.47,5.83,54.67,54.67,12,19,11,0,18.0,0.0,1.0,1.0,0.0,0.0,15.0,1.0,1.0,12.4,0.5,1.79,0
1.0,92.5,1.0,6.45,6.7,64.5,64.5,12,18,10,0,21.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,8.9,1.4,3.51,0
1.0,55.0,1.0,0.0,0.0,0.0,0.0,10,11,0,0,28.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,12.4,0.5,1.79,1
1.0,55.0,1.0,0.0,0.0,0.0,0.0,12,15,0,0,58.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,13.9,-0.3,0.79,1
1.0,55.0,1.0,0.0,0.0,0.0,0.0,10,10,0,0,49.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,7.6,2.6,0.32,1
1.0,77.5,1.0,5.29,5.33,52.92,52.92,10,15,5,0,24.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,15.5,2.8,-4.06,0
1.0,91.0,1.0,7.12,6.88,71.25,71.25,10,10,8,0,25.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,7.6,2.6,0.32,0
1.0,59.5,1.0,2.5,5.0,25.0,25.0,10,10,1,0,33.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,7.6,2.6,0.32,1
1.0,55.0,1.0,0.0,0.0,0.0,0.0,10,16,0,0,33.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,9.4,-0.8,-3.12,1
1.0,92.5,1.0,7.88,8.0,78.75,78.75,6,9,5,0,40.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,13.9,-0.3,0.79,0
1.0,100.0,1.0,5.85,6.14,58.53,58.53,10,17,10,0,48.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,16.2,0.3,-0.92,0
1.0,82.0,1.0,5.58,6.0,55.83,55.83,10,18,6,0,18.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,8.9,1.4,3.51,0
1.0,93.57,1.0,6.33,6.33,63.33,63.33,14,14,12,0,24.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,7.6,2.6,0.32,0
1.0,95.5,1.0,6.26,5.9,62.62,62.62,10,13,9,0,23.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,10.8,1.4,1.74,0
1.0,100.0,1.0,6.32,5.3,63.17,63.17,10,13,10,0,39.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,10.8,1.4,1.74,1
1.0,93.25,1.0,6.04,5.95,60.38,60.38,20,30,17,8,21.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,15.5,2.8,-4.06,0
1.0,79.55,1.0,5.44,5.62,54.38,54.38,11,16,6,5,34.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,7.6,2.6,0.32,1
1.0,95.5,1.0,5.6,5.5,56.0,56.0,10,15,9,0,41.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,0.0,8.9,1.4,3.51,0
1.0,100.0,1.0,6.12,6.0,61.25,61.25,12,12,12,0,18.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,12.7,3.7,-1.7,0
1.0,91.0,1.0,5.65,5.88,56.46,56.46,10,20,8,0,34.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,13.9,-0.3,0.79,0
1.0,68.5,1.0,6.5,5.0,65.0,65.0,10,16,3,0,19.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,7.6,2.6,0.32,1
1.0,94.38,1.0,6.86,6.86,68.57,68.57,16,16,14,0,19.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,12.7,3.7,-1.7,0
1.0,100.0,1.0,7.67,7.44,76.69,76.69,12,26,12,0,28.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,16.2,0.3,-0.92,0
1.0,73.75,1.0,2.7,5.4,27.0,27.0,12,13,5,0,18.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,7.6,2.6,0.32,1
1.0,73.75,1.0,5.5,6.0,55.0,55.0,12,23,5,0,19.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,11.1,0.6,2.02,1
1.0,81.25,1.0,6.5,6.25,65.0,65.0,12,29,7,0,19.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,12.4,0.5,1.79,1
0.0,100.0,1.0,7.76,7.36,77.64,77.64,15,18,15,0,18.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,16.2,0.3,-0.92,0
0.0,96.25,1.0,6.7,6.0,67.0,67.0,12,16,11,0,18.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,12.4,0.5,1.79,0
0.0,100.0,1.0,5.61,5.71,56.07,56.07,12,15,12,0,18.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,11.1,0.6,2.02,1
0.0,100.0,1.0,6.92,7.08,69.17,69.17,12,12,12,5,19.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,12.4,0.5,1.79,0
0.0,92.5,1.0,6.78,6.25,67.75,67.75,12,22,10,1,31.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,12.7,3.7,-1.7,0
0.0,100.0,1.0,7.12,7.08,71.25,71.25,12,12,12,0,33.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,12.7,3.7,-1.7,0
0.0,90.36,1.0,7.0,7.23,70.03,70.03,14,18,11,0,20.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,12.4,0.5,1.79,0
0.0,81.25,1.0,6.08,6.4,60.75,60.75,12,31,7,0,22.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,12.4,0.5,1.79,0
0.0,96.25,1.0,6.52,6.33,65.17,65.17,12,16,11,0,19.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,11.1,0.6,2.02,0
0.0,100.0,1.0,6.38,6.25,63.75,63.75,12,12,12,0,18.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,7.6,2.6,0.32,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,18.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,15.5,2.8,-4.06,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,18.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,8.9,1.4,3.51,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,11.1,0.6,2.02,0
0.0,91.0,1.0,5.55,5.6,55.5,55.5,10,13,8,0,19.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,12.4,0.5,1.79,0
0.0,100.0,1.0,8.48,8.25,84.82,84.82,12,13,12,0,18.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,11.1,0.6,2.02,1
0.0,91.0,1.0,6.42,6.83,64.17,64.17,10,14,8,0,18.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,12.7,3.7,-1.7,0
0.0,94.38,1.0,7.61,7.61,76.14,76.14,16,16,14,0,18.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,12.7,3.7,-1.7,0
0.0,100.0,1.0,6.5,6.39,65.0,65.0,18,19,18,9,21.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,8.9,1.4,3.51,0
